timestamp,ticker,action,quantity,exchange,price,commission
2000-09-07 00:00:00,AAPL,BOT,100,ARCA,62.0,1.0
2000-10-09 00:00:00,AAPL,SLD,100,ARCA,21.75,1.0
2001-02-20 00:00:00,AAPL,BOT,100,ARCA,18.3125,1.0
2001-07-05 00:00:00,AAPL,SLD,100,ARCA,23.19,1.0
2001-07-16 00:00:00,AAPL,BOT,100,ARCA,23.96,1.0
2001-07-23 00:00:00,AAPL,SLD,100,ARCA,19.54,1.0
2001-11-26 00:00:00,AAPL,BOT,100,ARCA,21.37,1.0
2002-06-06 00:00:00,AAPL,SLD,100,ARCA,22.16,1.0
2002-11-18 00:00:00,AAPL,BOT,100,ARCA,15.65,1.0
2003-01-02 00:00:00,AAPL,SLD,100,ARCA,14.8,1.0
2003-05-12 00:00:00,AAPL,BOT,100,ARCA,18.56,1.0
2003-12-09 00:00:00,AAPL,SLD,100,ARCA,20.45,1.0
2004-02-02 00:00:00,AAPL,BOT,100,ARCA,22.32,1.0
2005-05-11 00:00:00,AAPL,SLD,100,ARCA,35.61,1.0
2005-07-26 00:00:00,AAPL,BOT,100,ARCA,43.63,1.0
2006-03-13 00:00:00,AAPL,SLD,100,ARCA,65.68,1.0
2006-08-23 00:00:00,AAPL,BOT,100,ARCA,67.31,1.0
2008-02-01 00:00:00,AAPL,SLD,100,ARCA,133.75,1.0
2008-04-30 00:00:00,AAPL,BOT,100,ARCA,173.95,1.0
2008-08-05 00:00:00,AAPL,SLD,100,ARCA,160.64,1.0
2009-03-16 00:00:00,AAPL,BOT,100,ARCA,95.42,1.0
2010-08-24 00:00:00,AAPL,SLD,100,ARCA,239.93,1.0
2010-09-22 00:00:00,AAPL,BOT,100,ARCA,287.75,1.0
2011-05-12 00:00:00,AAPL,SLD,100,ARCA,346.57,1.0
2011-07-21 00:00:00,AAPL,BOT,100,ARCA,387.29,1.0
2011-12-08 00:00:00,AAPL,SLD,100,ARCA,390.66,1.0
2012-01-05 00:00:00,AAPL,BOT,100,ARCA,418.03,1.0
2012-11-08 00:00:00,AAPL,SLD,100,ARCA,537.75,1.0
2013-06-07 00:00:00,AAPL,BOT,100,ARCA,441.81,1.0
2013-06-24 00:00:00,AAPL,SLD,100,ARCA,402.54,1.0
2013-08-08 00:00:00,AAPL,BOT,100,ARCA,461.01,1.0
